Word,Pos,Neg,Attr
aortic_plexus,0,0.125,n
aortic_stenosis,0,0.375,n
aortic_valve,0,0,n
aortitis,0,0.625,n
aotus,0,0,n
aotus_trivirgatus,0,0,n
aoudad,0,0,n
apace,0,0,r
apache,0,0,n
apache,0,0,n
apache,0,0,n
apache_dance,0,0,n
apache_devil_dance,0,0,n
apadana,0.125,0,n
apalachicola,0,0,n
apalachicola_river,0,0,n
apalachicola_rosemary,0,0,n
apanage,0.125,0,n
apanage,0,0,n
apar,0,0,n
apart,0.5,0,a
apart,0.25,0.25,a
apart,0,0.5,r
apart,0,0,r
apart,0,0,r
apart,0,0,r
apart,0,0,r
apart,0,0,r
apartheid,0,0,n
apartment,0,0,n
apartment_building,0,0,n
apartment_house,0,0,n
apatetic_coloration,0,0,n
apathetic,0.25,0.25,a
apathetic,0.125,0.625,a
apathetically,0.375,0,r
apathy,0,0.625,n
apathy,0,0.25,n
apatite,0,0,n
apatosaur,0,0,n
apatosaurus,0,0,n
apatosaurus_excelsus,0,0,n
apatura,0,0,n
apatura_iris,0,0,n
apc,0,0.25,n
apc,0,0,n
ape,0,0.5,v
ape,0,0.375,n
ape,0,0.375,v
ape,0,0,n
ape,0,0,n
apeldoorn,0,0,n
apelike,0.125,0.125,a
apelike,0,0.5,a
ape-man,0,0,n
ape-man,0,0,n
apennines,0,0,n
aper,0,0.375,n
apercu,0,0,n
aperea,0,0,n
aperient,0.25,0,n
aperient,0,0.625,a
aperiodic,0,0,a
aperitif,0,0,n
aperture,0,0,n
aperture,0,0,n
aperture,0,0,n
apery,0,0,n
apetalous,0,0,a
apetalous_flower,0.125,0,n
apex,0.125,0,n
apex,0,0,n
apex_of_the_sun's_way,0,0,n
apgar_score,0,0.25,n
aphaeresis,0,0,n
aphaeretic,0,0,a
aphagia,0,0,n
aphakia,0,0.625,n
aphakic,0,0.5,n
aphakic,0,0.375,a
aphanite,0,0,n
aphanitic,0,0,a
aphasia,0,0.375,n
aphasic,0,0.75,a
aphasic,0,0.75,n
aphasic,0,0.375,a
aphasmidia,0,0,n
aphelion,0,0,n
apheresis,0,0,n
apheresis,0,0,n
apheretic,0,0,a
aphesis,0,0,n
aphetic,0,0,a
aphid,0,0,n
aphid_lion,0,0,n
aphididae,0,0,n
aphidoidea,0,0,n
aphis,0,0,n
aphis_fabae,0,0,n
aphis_lion,0,0,n
aphis_pomi,0,0,n
aphonia,0,0,n
aphonic,0,0.75,a
aphorise,0,0,v
aphorism,0,0,n
aphorist,0,0,n
aphoristic,0.375,0,a
aphoristic,0,0,a
aphorize,0,0,v
aphotic,0.125,0.25,a
aphriza,0,0,n
aphriza_virgata,0,0,n
aphrodisia,0.625,0,n
aphrodisiac,0.625,0,a
aphrodisiac,0.375,0.125,n
aphrodisiacal,0.625,0,a
aphrodite,0,0,n
aphrophora,0,0,n
aphrophora_saratogensis,0,0,n
aphthous_ulcer,0,0,n
aphyllanthaceae,0,0.25,n
aphyllanthes,0,0,n
aphyllophorales,0,0,n
aphyllous,0,0,a
apia,0,0,n
apiaceae,0,0,n
apian,0,0,a
apiarian,0,0,a
apiarist,0,0,n
apiary,0,0,n
apical,0,0,a
apical_placentation,0,0,n
apiculate,0.25,0,a
apicultural,0,0,a
apiculture,0,0,n
apiculturist,0,0,n
apidae,0,0,n
apiece,0,0,r
apios,0,0,n
apios_americana,0,0,n
apios_tuberosa,0,0,n
apis,0,0,n
apis_mellifera,0,0,n
apis_mellifera_adansonii,0,0,n
apis_mellifera_scutellata,0,0,n
apish,0,0.5,a
apishamore,0,0,n
apium,0,0,n
apium_graveolens,0,0,n
apium_graveolens_dulce,0.125,0,n
apium_graveolens_rapaceum,0,0,n
apivorous,0,0,a
aplacental,0,0,a
aplacophora,0,0,n
aplacophoran,0,0.125,n
aplanatic,0.5,0,a
aplasia,0,0,n
aplastic_anaemia,0,0.5,n
aplastic_anemia,0,0.5,n
aplectrum,0,0,n
aplectrum_hyemale,0,0,n
aplite,0,0,n
aplitic,0,0,a
aplodontia,0,0,n
aplodontia_rufa,0,0,n
aplodontiidae,0,0,n
aplomb,0.125,0.375,n
aplysia,0,0.125,n
aplysia_punctata,0,0,n
aplysiidae,0,0,n
apnea,0,0,n
apneic,0,0,a
apnoeic,0,0,a
apoapsis,0,0,n
apocalypse,0.625,0,n
apocalypse,0,0.5,n
apocalyptic,0,0.125,a
apocalyptic,0,0.125,a
apocalyptical,0,0.125,a
apocarpous,0,0,a
apochromatic,0.125,0,a
apocope,0,0,n
apocrine,0,0,a
apocrine_gland,0,0,n
apocrypha,0,0,n
apocryphal,0.125,0,a
apocryphal,0,0,a
apocynaceae,0,0,n
apocynaceous,0,0,a
apocynum,0,0,n
apocynum_androsaemifolium,0,0,n
apocynum_cannabinum,0,0.75,n
apocynum_pumilum,0,0,n
apodal,0,0.125,a
apodeictic,0.25,0.125,a
apodeme,0,0,n
apodemus,0,0,n
apodemus_sylvaticus,0,0,n
apodictic,0.25,0.125,a
apodidae,0,0,n
apodiform_bird,0,0,n
apodiformes,0,0,n
apodous,0,0.125,a
apoenzyme,0,0,n
apogametic,0,0,a
apogamic,0,0,a
apogamous,0,0,a
apogamy,0,0,n
apogean,0,0,a
apogee,0,0,n
apogee,0,0,n
apogon,0,0,n
apogon_maculatus,0,0,n
apogonidae,0,0,n
apoidea,0,0,n
apojove,0,0,n
apolemia,0,0,n
apolitical,0.25,0,a
apollinaire,0,0,n
apollo,0,0,n
apollo_asteroid,0,0,n
apollo_program,0,0,n
apologetic,0,0.625,a
apologetically,0.25,0,r
apologetics,0,0,n
apologia,0,0,n
apologise,0,0.625,v
apologise,0,0,v
apologist,0,0,n
apologize,0,0.625,v
apologize,0,0,v
apologue,0.125,0,n
apology,0,0.75,n
apology,0,0.625,n
apology,0,0,n
apolune,0,0,n
apomict,0,0,n
apomictic,0,0.625,a
apomictic,0,0,a
apomictical,0,0,a
apomixis,0,0,n
apomorphine,0,0.125,n
aponeurosis,0,0,n
aponeurotic,0,0,a
apopemptic,0,0,a
apophasis,0.125,0,n
apophatic,0,0,a
apophatism,0.125,0,n
apophthegm,0,0,n
apophyseal,0,0,a
apophysis,0,0,n
apophysis,0,0,n
apoplectic,0,0,a
apoplectiform,0.125,0.25,a
apoplectoid,0.125,0.25,a
apoplexy,0,0,n
apoptosis,0,0,n
aporocactus,0,0,n
aporocactus_flagelliformis,0,0,n
aposelene,0,0,n
aposematic_coloration,0,0,n
aposiopesis,0,0,n
aposiopetic,0,0,a
apostasy,0,0,n
apostasy,0,0,n
apostate,0,0.625,a
apostate,0,0,n
apostatise,0,0,v
apostatize,0,0,v
apostelic_father,0,0,n
apostle,0,0,n
apostle,0,0,n
apostle,0,0,n
apostle_of_germany,0,0,n
apostle_of_the_gentiles,0,0.125,n
apostle_paul,0,0.125,n
apostleship,0,0,n
apostolic,0,0,a
apostolic,0,0,a
apostolic_delegate,0,0,n
apostolical,0,0,a
apostolical,0,0,a
apostrophe,0,0.25,n
apostrophe,0,0,n
apostrophic,0,0,a
apostrophise,0,0,v
apostrophize,0,0,v
apothecaries'_ounce,0,0,n
apothecaries'_pound,0,0,n
apothecaries'_unit,0,0,n
apothecaries'_weight,0,0,n
apothecary,0.125,0,n
apothecary's_shop,0,0,n
apothecial,0,0,a
apothecium,0,0,n
apothegm,0,0,n
apothegmatic,0.375,0.25,a
apothegmatic,0.375,0,a
apothegmatical,0.375,0.25,a
apotheose,0,0,v
apotheosis,0.75,0,n
apotheosis,0,0,n
apotheosise,0,0,v
apotheosize,0,0,v
apotropaic,0,0.75,a
appal,0.125,0.375,v
appal,0,0,v
appalachia,0,0,n
appalachian,0.125,0,a
appalachian,0,0,n
appalachian_mountains,0,0,n
appalachians,0,0,n
appall,0.125,0.375,v
appall,0,0,v
appalled,0.25,0,a
appalling,0.125,0,n
appalling,0,0.5,a
appallingly,0,0,r
appaloosa,0,0,n
appanage,0.125,0,n
appanage,0,0,n
apparatchik,0,0,n
apparatchik,0,0,n
apparatus,0,0,n
apparatus,0,0,n
apparatus_urogenitalis,0,0,n
apparel,0,0,n
apparel,0,0,v
apparel_chain,0,0,n
apparel_industry,0,0,n
appareled,0.125,0.25,a
apparency,0.125,0,n
apparent,0.625,0,a
apparent,0.125,0.125,a
apparent_horizon,0,0,n
apparent_motion,0,0,n
apparent_movement,0,0,n
apparently,0.5,0.125,r
apparently,0.5,0,r
apparentness,0.125,0,n
apparition,0.125,0.125,n
apparition,0,0.25,n
apparition,0,0.125,n
apparition,0,0,n
apparitional,0,0.25,a
appeal,0.625,0,v
appeal,0.5,0,n
appeal,0,0.25,v
appeal,0,0,n
appeal,0,0,n
appeal,0,0,n
appeal,0,0,v
appeal,0,0,v
appeal,0,0,v
appeal_board,0,0.375,n
appealable,0.5,0,a
appealing,0.25,0,a
appealing,0.125,0.375,a
appealingly,0.375,0,r
appealingness,0.5,0,n
appeals_board,0,0.375,n
appeals_court,0,0,n
appear,0.125,0.125,v
appear,0,0,v
appear,0,0,v
appear,0,0,v
appear,0,0,v
appear,0,0,v
appear,0,0,v
appearance,0.125,0,n
appearance,0,0,n
appearance,0,0,n
appearance,0,0,n
appearance,0,0,n
appearance,0,0,n
appearing,0,0,n
appeasable,0.625,0,a
appease,0.875,0,v
appease,0,0.375,v
appease,0,0,v
appeasement,0,0,n
appeaser,0,0,n
appeasing,0.375,0.625,a
appellant,0,0,a
appellant,0,0,n
appellate,0,0,a
appellate_court,0,0,n
appellation,0,0,n
appellative,0.5,0,a
appellative,0,0,a
appellative,0,0,n
append,0,0,v
append,0,0,v
append,0,0,v
appendage,0,0,n
appendage,0,0,n
appendage,0,0,n
appendaged,0,0,a
appendant,0,0,a
appendectomy,0,0,n
appendicectomy,0,0,n
appendicitis,0,0.625,n
appendicle,0,0,n
appendicular,0,0,a
appendicular_artery,0,0,n
appendicular_skeleton,0,0,n
appendicular_vein,0,0,n
appendicularia,0.375,0,n
appendix,0,0,n
appendix,0,0,n
appenzeller,0,0,n
apperceive,0.125,0,v
apperception,0,0,n
apperceptive,0,0,a
appertain,0,0,v
appetence,0.25,0.5,n
appetency,0.25,0.5,n
appetent,0.625,0,a
appetiser,0,0,n
appetising,0.5,0.25,a
appetisingness,0,0.25,n
appetite,0.25,0.5,n
appetite_suppressant,0,0,n
appetitive,0,0.125,a
appetizer,0,0,n
appetizing,0.5,0.25,a
appetizingness,0,0.25,n
appian_way,0,0,n
applaud,0,0,v
applaud,0,0,v
applaudable,0.625,0,a
applauder,0,0,n
applause,0.375,0,n
apple,0,0,n
apple,0,0,n
apple_aphid,0,0,n
apple_blight,0.375,0,n
apple_butter,0,0,n
apple_canker,0.375,0,n
apple_dumpling,0,0,n
apple_fritter,0,0,n
apple_geranium,0,0,n
apple_jelly,0,0,n
apple_juice,0,0,n
apple_maggot,0,0,n
apple_mint,0,0,n
apple_nut,0,0,n
apple_of_discord,0,0,n
apple_of_peru,0,0.125,n
apple_of_peru,0,0,n
apple_orchard,0,0,n
apple_pie,0,0,n
apple_polisher,0.625,0,n
apple_rust,0,0.625,n
apple_sauce,0,0,n
apple_tart,0,0.375,n
apple_tart,0,0,n
apple_tree,0,0,n
apple_turnover,0,0,n
applecart,0,0.25,n
applecart,0,0,n
applejack,0,0,n
applemint,0,0,n
applesauce,0.125,0,n
applesauce,0,0,n
applesauce_cake,0,0,n
apple-scented,0,0.25,a
apple-shaped,0.125,0,a
apple-sized,0.125,0,a
applet,0,0,n
appleton,0,0,n
appleton,0,0,n
appleton_layer,0,0,n
applewood,0,0,n
appliance,0,0,n
appliance,0,0,n
applicability,0.25,0,n
applicable,0.5,0,a
applicant,0,0,n
application,0.5,0.25,n
application,0,0,n
application,0,0,n
application,0,0,n
application,0,0,n
application,0,0,n
application,0,0,n
application_form,0,0,n
application_program,0,0,n
application-oriented_language,0,0,n
applications_programme,0,0,n
applicative,0.25,0,a
applicator,0,0,n
applicatory,0.25,0,a
applied,0,0,a
applied_anatomy,0,0,n
applied_math,0,0,n
applied_mathematics,0,0,n
applied_psychology,0,0,n
applied_science,0,0,n
applied_scientist,0,0,n
applier,0,0,n
applier,0,0,n
applique,0,0,n
applique,0,0,v
apply,0.25,0,v
apply,0.125,0,v
apply,0.125,0,v
apply,0,0.125,v
apply,0,0,v
apply,0,0,v
apply,0,0,v
apply,0,0,v
apply,0,0,v
apply,0,0,v
appoggiatura,0,0,n
appoint,0,0,v
appoint,0,0,v
appoint,0,0,v
appointed,0.375,0,a
appointed,0,0,a
appointed,0,0,a
appointed,0,0,a
appointee,0,0,n
appointee,0,0,n
appointive,0,0,a
appointive,0,0,a
appointment,0,0,n
appointment,0,0,n
appointment,0,0,n
appointment,0,0,n
appointment,0,0,n
appointment,0,0,n
appointment_book,0,0,n
appointment_calendar,0,0,n
apportion,0,0,v
apportion,0,0,v
apportionable,0,0,a
apportioned,0,0,a
apportioning,0,0,n
apportionment,0,0,n
apposable,0.625,0,a
appose,0,0,v
apposite,0.375,0.25,a
appositeness,0.75,0,n
apposition,0,0,n
apposition,0,0,n
apposition,0,0,n
appositional,0,0,a
appositive,0,0,a
appositively,0.25,0,r
appraisal,0.25,0,n
appraisal,0,0,n
appraisal,0,0,n
appraise,0,0,v
appraise,0,0,v
appraiser,0.375,0.125,n
appraiser,0,0,n
appraising,0.5,0,a
appreciable,0,0,a
appreciably,0,0,r
appreciate,0.375,0,v
appreciate,0.125,0.125,v
appreciate,0,0,v
appreciate,0,0,v
appreciate,0,0,v
appreciated,0.375,0,a
appreciation,0.75,0,n
appreciation,0.5,0,n
appreciation,0.5,0,n
appreciation,0,0.125,n
appreciation,0,0,n
appreciative,0.5,0,a
appreciative,0.25,0.75,a
appreciatively,0.25,0,r
appreciativeness,0.125,0.5,n
appreciator,0.125,0,n
apprehend,0.25,0.375,v
apprehend,0.125,0,v
apprehend,0,0,v
apprehended,0.375,0,a
apprehender,0,0,n
apprehender,0,0,n
apprehensible,0.25,0,a
apprehension,0.125,0.25,n
apprehension,0,0.625,n
apprehension,0,0,n
apprehension,0,0,n
apprehensive,0.375,0,a
apprehensive,0.125,0.625,a
apprehensive,0,0.75,a
apprehensively,0,0,r
apprehensiveness,0.125,0.25,n
apprentice,0,0,n
apprentice,0,0,v
apprenticed,0,0,a
apprenticeship,0,0,n
appressed,0,0,a
apprisal,0,0,n
apprise,0.125,0,v
apprise,0,0,v
apprise,0,0,v
apprise,0,0,v
apprize,0.125,0,v
apprize,0,0,v
apprize,0,0,v
apprize,0,0,v
appro,0,0,n
approach,0.5,0,n
approach,0.125,0.375,v
approach,0.125,0.125,n
approach,0,0,n
approach,0,0,n
approach,0,0,n
approach,0,0,n
approach,0,0,n
approach,0,0,n
approach,0,0,n
approach,0,0,v
approach,0,0,v
approach,0,0,v
approach,0,0,v
approach_path,0,0,n
approach_pattern,0,0,n
approach_shot,0,0,n
approach_trench,0,0,n
approachability,0,0,n
approachable,0.625,0,a
approachable,0.375,0,a
approachable,0,0,a
approaching,0,0,a
approaching,0,0,n
approaching,0,0,n
approaching,0,0,n
approbate,0.125,0,v
approbate,0,0,v
approbation,0.25,0.25,n
approbation,0.25,0,n
approbative,0.5,0,a
approbatory,0.5,0,a
appropriable,0,0,a
appropriate,0.125,0,v
appropriate,0,0,a
appropriate,0,0,v
appropriately,0.25,0,r
appropriateness,0.625,0,n
appropriateness,0,0,n
appropriation,0,0,n
appropriation,0,0,n
appropriation,0,0,n
appropriation_bill,0,0,n
appropriative,0,0,a
appropriator,0,0,n
approval,0.625,0,n
approval,0.375,0,n
approval,0.375,0,n
approval,0,0,n
approve,0.25,0,v
approve,0,0,v
approved,0,0,a
approver,0,0,n
approving,0.5,0,a
approving,0,0,n
approvingly,0.375,0,r
approximate,0.5,0,a
approximate,0.25,0.75,a
approximate,0,0,a
approximate,0,0,v
approximate,0,0,v
approximate_range,0,0,n
approximately,0.5,0.25,r
approximation,0.5,0.125,n
approximation,0.125,0.125,n
approximation,0,0.25,n
approximation,0,0,n
approximative,0.25,0.75,a
appurtenance,0,0,n
appurtenance,0,0,n
appurtenant,0,0,a
apr,0,0,n
apractic,0.125,0.625,a
apraxia,0.125,0.625,n
apraxic,0.125,0.625,a
apresoline,0,0,n
apricot,0,0,n
apricot,0,0,n
apricot,0,0,n
apricot_bar,0,0,n
apricot_sauce,0,0,n
apricot_tree,0,0,n
april,0,0,n
april_14,0,0,n
april_fool,0,0,n
april_fool,0,0,n
april_fools',0,0,n
april_fools'_day,0,0,n
apron,0,0,n
apron,0,0,n
apron,0,0,n
apron,0,0,n
apron_string,0,0,n
apropos,0.5,0.125,a
apropos,0,0,r
apropos,0,0,r
apse,0,0,n
apsidal,0,0,a
apsis,0,0,n
apsu,0,0,n
apt,0.5,0,a
apt,0.375,0.25,a
apt,0.375,0,a
apt,0,0.75,a
aptenodytes,0,0,n
aptenodytes_forsteri,0,0,n
aptenodytes_patagonica,0,0,n
apteral,0,0.5,a
apteral,0,0.125,a
apterous,0,0.125,a
apterygidae,0,0,n
apterygiformes,0,0,n
apteryx,0,0,n
aptitude,0.125,0,n
aptitudinal,0,0,a
aptly,0.375,0,r
aptness,0.75,0,n
aptness,0,0.25,n
apulia,0,0,n
apus,0,0.25,n
apus,0,0,n
apus_apus,0,0,n
apyretic_tetanus,0,0.875,n
aqaba,0,0,n
aqua,0,0,n
aqua_fortis,0,0,n
aqua_regia,0,0,n
aqua_vitae,0,0,n
aquacultural,0,0,a
aquaculture,0,0,n
aqualung,0,0,n
aqua-lung,0,0,n
aquamarine,0,0,n
aquamarine,0,0,n
aquanaut,0,0,n
aquanaut,0,0,n
aquaphobia,0.125,0.125,n
aquaphobic,0,0.75,a
aquaplane,0,0,n
aquaplane,0,0,v
aquaplane,0,0,v
aquarium,0,0,n
aquarius,0,0,n
aquarius,0,0,n
aquarius,0,0,n
aquarius_the_water_bearer,0,0,n
aquatic,0,0,a
aquatic,0,0,a
aquatic,0,0,n
aquatic_bird,0,0,n
aquatic_fern,0,0,n
aquatic_mammal,0,0,n
aquatic_plant,0,0,n
aquatic_vertebrate,0,0,n
aquatics,0,0,n
aquatint,0,0,n
aquatint,0,0,n
aquatint,0,0,v
aquavit,0,0,n
aqueduct,0,0,n
aqueductus_cerebri,0,0,n
aqueous,0,0.25,a
aqueous,0,0,a
aqueous_humor,0,0,n
aqueous_humour,0,0,n
aqueous_solution,0,0,n
aquicultural,0,0,a
aquiculture,0,0,n
aquifer,0,0,n
aquiferous,0,0,a
aquifoliaceae,0,0,n
aquila,0,0,n
aquila,0,0,n
aquila,0,0,n
aquila_chrysaetos,0,0,n
aquila_degli_abruzzi,0,0,n
aquila_rapax,0,0,n
aquilege,0,0,n
aquilegia,0,0,n
aquilegia_caerulea,0,0,n
aquilegia_canadensis,0,0,n
aquilegia_scopulorum_calcarea,0,0,n
aquilegia_vulgaris,0,0,n
aquiline,0,0,a
aquinas,0,0,n
aquitaine,0,0,n
aquitania,0,0,n
ar,0,0,n
ar,0,0,n
ar,0,0,n
ar_rimsal,0,0,n
ara,0,0,n
ara,0,0,n
arab,0.125,0,n
arab,0,0,n
arab_chief,0,0,n
arab_league,0,0,n
arab_republic_of_egypt,0,0,n
arab_revolutionary_brigades,0,0,n
arab-berbers,0,0,n
arabesque,0.25,0,n
arabesque,0,0,n
arabia,0,0,n
arabian,0.125,0,n
arabian,0,0,a
arabian,0,0,a
arabian,0,0,n
arabian_camel,0,0,n
arabian_coffee,0,0,n
arabian_desert,0,0,n
arabian_desert,0,0,n
arabian_gulf,0,0,n
arabian_jasmine,0,0,n
arabian_nights,0,0,n
arabian_nights'_entertainment,0,0,n
arabian_peninsula,0,0,n
arabian_sea,0,0,n
arabian_tea,0,0,n
arabic,0,0,a
arabic,0,0,n
arabic_alphabet,0,0,n
arabic_language,0,0,n
arabic_numeral,0,0,n
arabidopsis,0,0,n
arabidopsis_lyrata,0,0,n
arabidopsis_thaliana,0,0,n
arability,0.125,0,n
arabis,0,0,n
arabis_canadensis,0,0,n
arabis_glabra,0,0,n
arabis_turrita,0,0,n
arab-israeli_war,0,0,n
arab-israeli_war,0,0,n
arabist,0,0,n
arable,0.625,0,a
araceae,0,0,n
araceous,0,0,a
arachis,0,0,n
arachis_hypogaea,0,0,n
arachnid,0.125,0.25,n
arachnida,0,0,n
arachnidian,0,0,a
arachnoid,0.125,0.25,n
arachnoid,0,0,a
arachnoid,0,0,n
arachnoid_membrane,0,0,n
arachnophobia,0.125,0,n
arafat,0,0,n
arafura_sea,0,0,n
aragon,0,0,n
aragon,0,0,n
aragonite,0,0,n
araguaia,0,0,n
araguaia_river,0,0,n
araguaya,0,0,n
araguaya_river,0,0,n
arak,0,0,n
aral_sea,0,0,n
arales,0,0,n
aralia,0,0,n
aralia_elata,0,0,n
aralia_hispida,0,0,n
aralia_nudicaulis,0,0,n
aralia_racemosa,0,0,n
aralia_spinosa,0,0,n
aralia_stipulata,0,0.125,n
araliaceae,0,0,n
aram,0,0,n
aram_ilich_khachaturian,0,0,n
aram_kachaturian,0,0,n
aram_khachaturian,0,0,n
aramaean,0,0,a
aramaean,0,0,n
aramaic,0,0,a
aramaic,0,0,n
aramaic,0,0,n
aramaic_script,0,0,n
arame,0,0.5,n
aramean,0,0,a
aramean,0,0,n
aramus,0,0,n
aramus_guarauna,0,0,n
aramus_pictus,0,0,n
aran_islands,0,0,n
aranea,0,0,n
aranea_diademata,0,0,n
araneae,0,0,n
araneida,0,0,n
araneidal,0,0,a
araneidan,0,0,a
araneus,0,0,n
araneus_cavaticus,0,0,n
aranyaka,0.25,0,n
arapaho,0,0,n
arapaho,0,0,n
arapahoe,0,0,n
arapahoe,0,0,n
ararat,0.375,0,n
arariba,0.125,0.125,n
araroba,0,0.125,n
aras,0,0,n
arauca,0,0,n
araucaria,0,0,n
araucaria_araucana,0,0,n
araucaria_bidwillii,0,0,n
araucaria_columnaris,0,0,n
araucaria_cunninghamii,0,0,n
araucaria_excelsa,0,0,n
araucaria_family,0,0,n
araucaria_heterophylla,0,0,n
araucariaceae,0,0,n
araujia,0,0,n
araujia_sericofera,0,0,n
arava,0,0,n
arawak,0,0,n
arawak,0,0,n
arawakan,0,0,a
arawakan,0,0,n
arawakan,0,0,n
arawn,0,0,n
araxes,0,0,n
arb,0,0,n
arbalest,0,0,n
arbalist,0,0,n
arbiter,0,0,n
arbiter,0,0,n
arbitrable,0,0,a
arbitrage,0,0,n
arbitrage,0,0,v
arbitrager,0,0,n
arbitrageur,0,0,n
arbitral,0,0,a
arbitrament,0,0,n
arbitrarily,0.375,0,r
arbitrariness,0.5,0,n
arbitrary,0,0,a
arbitrate,0,0,v
arbitration,0,0,n
arbitration,0,0,n
arbitration_clause,0,0,n
arbitrational,0,0,a
arbitrative,0,0,a
arbitrator,0,0,n
arbitrement,0,0,n
arbor,0,0,n
arbor,0,0,n
arbor,0,0,n
arbor_day,0,0,n
arboraceous,0,0,a
arborary,0,0,a
arboreal,0,0,a
arboreal,0,0,a
arboreal,0,0,a
arboreal_salamander,0,0,n
arboreous,0,0,a
arboreous,0,0,a
arboreous,0,0,a
arborescent,0,0,a
arborescent_plant,0.125,0,n
arboresque,0,0,a
arboretum,0,0,n
arborical,0,0,a
arboriculture,0,0,n
arboriculturist,0,0,n
arboriform,0,0,a
arborise,0,0,v
arborist,0,0.25,n
arborize,0,0,v
arborolatry,0,0,n
arborous,0,0,a
arborvirus,0,0,n
arborvitae,0,0,n
arbour,0,0,n
arbovirus,0,0,n
arbutus,0,0,n
arbutus_menziesii,0,0,n
arbutus_unedo,0,0,n
arc,0,0,n
arc,0,0,n
arc,0,0,n
arc,0,0,v
arc_cosecant,0,0,n
arc_cosine,0,0,n
arc_cotangent,0,0,n
arc_lamp,0,0,n
arc_light,0,0,n
arc_secant,0,0,n
arc_sine,0,0,n
arc_tangent,0,0,n
arca,0,0,n
arcade,0,0.25,n
arcade,0,0,n
arcadia,0,0,n
arcadian,0.125,0,a
arcadian,0,0,n
arcadic,0,0,n
arcadic_dialect,0,0,n
arcado-cyprians,0,0,n
arcane,0.5,0.125,a
arcangelo_corelli,0,0,n
arcanum,0,0,n
arc-boutant,0,0,n
arccos,0,0,n
arccosecant,0,0,n
arccosine,0,0,n
arccotangent,0,0,n
arcdegree,0,0,n
arced,0.125,0,a
arcella,0.125,0.25,n
arcellidae,0,0,n
arceuthobium,0,0,n
arceuthobium_pusillum,0,0,n
arch,0.25,0.125,a
arch,0,0.25,a
arch,0,0.25,a
arch,0,0,n
arch,0,0,n
arch,0,0,n
arch,0,0,n
arch,0,0,v
arch_over,0,0,v
arch_support,0,0,n
archaean,0.25,0.125,a
archaebacteria,0,0,n
archaebacterium,0,0,n
archaeobacteria,0,0,n
archaeologic,0,0,a
archaeological,0,0,a
archaeologist,0,0,n
archaeology,0,0,n
archaeopteryx,0,0,n
archaeopteryx_lithographica,0,0,n
archaeornis,0,0,n
archaeornithes,0,0,n
archaeozoic,0,0.125,a
archaeozoic,0,0,n
archaeozoic_aeon,0,0,n
archaic,0.125,0.5,a
archaic,0,0,a
archaicism,0,0.125,n
archaise,0,0,v
archaism,0,0.125,n
archaist,0,0,n
archaist,0,0,n
archaistic,0.375,0.5,a
archaize,0,0,v
archangel,0.625,0,n
archangel,0,0,n
archangelic,0.25,0,a
archangelical,0.25,0,a
archbishop,0.5,0,n
archbishopric,0.125,0,n
archdeacon,0,0,n
archdeaconry,0,0,n
archdiocesan,0,0,a
archdiocese,0.125,0,n
archducal,0,0.25,a
archduchess,0,0,n
archduchy,0,0,n
archduke,0,0,n
archean,0.25,0.125,a
archean,0,0,n
archean_aeon,0,0,n
archean_eon,0,0,n
arched,0.125,0,a
arched,0,0,a
archegonial,0,0,a
archegoniate,0,0,a
archegonium,0,0,n
archenteron,0,0,n
archeobacteria,0,0,n
archeologic,0,0,a
archeological,0,0,a
archeological_remains,0,0,n
archeological_site,0,0,n
archeologist,0,0,n
archeology,0,0,n
archeopteryx,0,0,n
archeozoic,0,0.125,a
archeozoic,0,0,n
archeozoic_eon,0,0,n
archepiscopal,0.125,0,a
archer,0,0,n
archer,0,0,n
archer,0,0,n
archerfish,0,0,n
archery,0,0,n
arches_national_park,0,0,n
archespore,0,0,n
archesporial,0,0,a
archesporium,0,0,n
archetypal,0,0,a
archetype,0.625,0,n
archetypical,0,0,a
archiannelid,0,0.375,n
archiannelida,0,0,n
archibald_macleish,0.375,0,n
archibald_percival_wavell,0,0,n
archidiaconal,0,0,a
archidiaconate,0,0,n
archidiskidon,0,0,n
archidiskidon_imperator,0,0,n
archiepiscopal,0.125,0,a
archil,0,0,n
archil,0,0,n
archilochus,0,0,n
archilochus_colubris,0.375,0,n
archimandrite,0.5,0,n
archimedes,0,0,n
archimedes'_principle,0,0,n
archine,0,0,n
arching,0.125,0,a
archipallium,0,0,n
archipelagic,0,0,a
archipelago,0,0,n
architect,0,0,n
architectonic,0,0,a
architectonics,0,0,n
architectural,0,0,a
architectural_engineering,0,0,n
architectural_ornament,0,0,n
architectural_plan,0,0,n
architectural_style,0,0,n
architecturally,0,0,r
architecture,0,0,n
architecture,0,0,n
architecture,0,0,n
architecture,0,0,n
architeuthis,0,0,n
architrave,0,0,n
architrave,0,0,n
archival,0,0,a
archive,0,0,n
archive,0,0,v
archives,0,0,n
archivist,0,0,n
archly,0,0,r
archness,0,0.75,n
archosargus,0,0,n
archosargus_probatocephalus,0,0,n
archosargus_rhomboidalis,0,0,n
archosaur,0,0,n
archosauria,0,0,n
archosaurian,0,0,a
archosaurian,0,0,n
archosaurian_reptile,0,0,n
archpriest,0,0,n
archway,0,0,n
arcidae,0,0.375,n
arciform,0.125,0,a
arcminute,0,0,n
arco,0,0,a
arcsec,0,0,n
arcsecant,0,0,n
arcsecond,0,0,n
arcsin,0,0,n
